Area Name,Total - Persons,Total - Males,Total - Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Literate w/o education level - Persons,Literate w/o education level - Males,Literate w/o education level - Females,Bellow primary - Persons,Bellow primary - Males,Bellow primary - Females,Primary - Persons,Primary - Males,Primary - Females,Middle - Persons,Middle - Males,Middle - Females,Matric/Secondary - Persons,Matric/Secondary - Males,Matric/Secondary - Females,Higher second/Interm/Pre-University/Senior second - Persons,Higher second/Interm/Pre-University/Senior second - Males,Higher second/Interm/Pre-University/Senior second - Females,Non-technical diploma - Persons,Non-technical diploma - Males,Non-technical diploma - Females,Technical diploma - Persons,Technical diploma - Males,Technical diploma - Females,Graduate_Persons,Graduate_Males,Graduate_Females,Unclassified_Persons,Unclassified_Males,Unclassified_Females,age_group
Chhattisgarh,135305,62208,73097,101324,35657,65667,33981,26551,7430,3837,2632,1205,19465,15736,3729,5193,3821,1372,2007,1495,512,1794,1480,314,649,531,118,9,6,3,76,66,10,948,781,167,3,3,0,tercera_edad
Chhattisgarh,28082,15742,12340,14959,7068,7891,13123,8674,4449,4100,2849,1251,3424,2088,1336,2343,1459,884,1282,863,419,821,600,221,517,357,160,4,3,1,40,36,4,589,417,172,3,2,1,desconocido
Madhya Pradesh,10782214,5579847,5202367,10782214,5579847,5202367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
Madhya Pradesh,1385697,710779,674918,554790,261760,293030,830907,449019,381888,11074,6229,4845,819742,442730,377012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,60,31,ninez
Madhya Pradesh,2002398,1037498,964900,576078,257106,318972,1426320,780392,645928,13369,7239,6130,1412823,773066,639757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,87,41,ninez
Madhya Pradesh,1313098,672018,641080,225331,91777,133554,1087767,580241,507526,6460,3355,3105,1037347,554137,483210,43902,22713,21189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,36,22,ninez
Madhya Pradesh,2160767,1137640,1023127,421975,170659,251316,1738792,966981,771811,14240,7449,6791,1444103,801421,642682,280248,157964,122284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,147,54,ninez
Madhya Pradesh,1124728,600693,524035,126741,46623,80118,997987,554070,443917,5523,2752,2771,555531,304829,250702,436858,246427,190431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,62,13,ninez
Madhya Pradesh,1921483,1029501,891982,352368,133856,218512,1569115,895645,673470,16036,7928,8108,621265,339504,281761,876556,516875,359681,55123,31252,23871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,86,49,ninez
Madhya Pradesh,1182292,618571,563721,175316,60024,115292,1006976,558547,448429,9541,4217,5324,222072,111458,110614,650754,377379,273375,124523,65438,59085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,55,31,ninez
Madhya Pradesh,1379739,737389,642350,241439,85953,155486,1138300,651436,486864,15298,7039,8259,201295,102921,98374,584366,348413,235953,337249,193009,144240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,54,38,ninez
Madhya Pradesh,1303417,730449,572968,264023,106285,157738,1039394,624164,415230,20821,10716,10105,158976,86937,72039,402778,249434,153344,367564,229187,138377,89186,47851,41335,0,0,0,0,0,0,0,0,0,0,0,0,69,39,30,adolescencia
Madhya Pradesh,1307333,715841,591492,273832,103200,170632,1033501,612641,420860,24049,11766,12283,136047,73630,62417,317522,189263,128259,343759,217471,126288,211997,120442,91555,0,0,0,0,0,0,0,0,0,0,0,0,127,69,58,adolescencia
Madhya Pradesh,786341,436104,350237,139932,48871,91061,646409,387233,259176,13546,6396,7150,64951,35355,29596,160728,95519,65209,186482,119492,66990,220648,130444,90204,0,0,0,0,0,0,0,0,0,0,0,0,54,27,27,adolescencia
Madhya Pradesh,1628525,916067,712458,410371,144303,266068,1218154,771764,446390,41553,20393,21160,152331,87938,64393,323741,202558,121183,312175,210761,101414,229164,158178,70986,157351,90709,66642,152,83,69,1520,1049,471,0,0,0,167,95,72,adolescencia
Madhya Pradesh,665001,357254,307747,141451,39757,101694,523550,317497,206053,15365,6655,8710,54809,28443,26366,116649,67777,48872,121680,78446,43234,92102,63287,28815,121160,71666,49494,141,80,61,1561,1105,456,0,0,0,83,38,45,adolescencia
Madhya Pradesh,5168016,2693698,2474318,1523527,437475,1086052,3644489,2256223,1388266,174647,76385,98262,456406,243528,212878,855491,505664,349827,788139,519720,268419,491901,340779,151122,539112,365926,173186,926,610,316,11736,9552,2184,325012,193512,131500,1119,547,572,juventud
Madhya Pradesh,4664502,2364315,2300187,1645600,481085,1164515,3018902,1883230,1135672,199279,89524,109755,441725,239246,202479,719851,431993,287858,586147,393645,192502,359843,246687,113156,312245,225306,86939,803,626,177,8770,7756,1014,389189,247903,141286,1050,544,506,juventud
Madhya Pradesh,4348461,2189149,2159312,1764984,540220,1224764,2583477,1648929,934548,213160,98029,115131,448065,255898,192167,615975,378523,237452,428707,298870,129837,297006,212328,84678,243175,177381,65794,832,678,154,9062,8325,737,326645,218461,108184,850,436,414,adulto
Madhya Pradesh,3927208,2062808,1864400,1684470,574079,1110391,2242738,1488729,754009,197300,100382,96918,442298,278999,163299,569619,372587,197032,328807,231669,97138,244844,179121,65723,174228,124425,49803,903,767,136,9762,9226,536,274216,191140,83076,761,413,348,adulto
Madhya Pradesh,3016434,1635980,1380454,1348012,476766,871246,1668422,1159214,509208,141497,75609,65888,339565,224909,114656,434915,302230,132685,240883,177511,63372,176792,132041,44751,119074,85741,33333,770,669,101,8254,7853,401,206151,152349,53802,521,302,219,adulto
Madhya Pradesh,2437191,1281601,1155590,1158280,381189,777091,1278911,900412,378499,100136,54982,45154,267599,179307,88292,330829,228595,102234,184263,136279,47984,150280,116043,34237,93175,68655,24520,643,553,90,5629,5289,340,145960,110473,35487,397,236,161,adulto
Madhya Pradesh,1890978,1035226,855752,991754,362540,629214,899224,672686,226538,64455,40060,24395,208141,149938,58203,224313,163116,61197,116858,88976,27882,104830,85216,19614,68379,54618,13761,581,505,76,5005,4702,303,106418,85388,21030,244,167,77,adulto_mayor
Madhya Pradesh,1511753,723319,788434,895348,270194,625154,616405,453125,163280,44223,26367,17856,173338,123127,50211,152245,108037,44208,71952,52771,19181,62596,50317,12279,41830,33934,7896,466,414,52,3730,3506,224,65858,54537,11321,167,115,52,adulto_mayor
Madhya Pradesh,1572796,778022,794774,1062659,386292,676367,510137,391730,118407,43755,28574,15181,181965,139912,42053,125498,95191,30307,53499,41195,12304,40847,33204,7643,21376,17179,4197,306,278,28,2186,2039,147,40561,34053,6508,144,105,39,adulto_mayor
Madhya Pradesh,1102622,523430,579192,759636,261301,498335,342986,262129,80857,29015,18565,10450,137119,105538,31581,80260,60238,20022,33639,25559,8080,24911,20050,4861,11595,9228,2367,187,162,25,978,922,56,25158,21779,3379,124,88,36,tercera_edad
Madhya Pradesh,816977,414281,402696,583764,228694,355070,233213,185587,47626,21387,14465,6922,102060,82862,19198,55095,43321,11774,21486,17083,4403,14258,11781,2477,6101,4901,1200,94,82,12,395,354,41,12246,10670,1576,91,68,23,tercera_edad
Madhya Pradesh,352761,168501,184260,244771,85039,159732,107990,83462,24528,9126,5875,3251,47271,37372,9899,25058,18912,6146,10648,8273,2375,7546,6084,1462,2997,2360,637,43,40,3,170,156,14,5075,4351,724,56,39,17,tercera_edad
Madhya Pradesh,435768,207559,228209,318749,115841,202908,117019,91718,25301,11533,7413,4120,52073,41098,10975,27511,21485,6026,11177,9155,2022,7211,6192,1019,2896,2398,498,56,53,3,179,157,22,4326,3722,604,57,45,12,tercera_edad
Madhya Pradesh,159523,86112,73411,88045,40642,47403,71478,45470,26008,14299,8686,5613,20344,12033,8311,15319,9850,5469,8565,5863,2702,5041,3572,1469,3510,2456,1054,9,7,2,134,118,16,4234,2873,1361,23,12,11,desconocido
Gujarat,7532404,4000148,3532256,7532404,4000148,3532256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
Gujarat,1117785,586369,531416,331906,156490,175416,785879,429879,356000,4754,2710,2044,781114,427161,353953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,ninez
Gujarat,1308013,690157,617856,263356,115143,148213,1044657,575014,469643,4006,2265,1741,1040616,572715,467901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34,1,ninez
Gujarat,992490,523492,468998,126909,51232,75677,865581,472260,393321,2301,1285,1016,822676,449206,373470,40558,21723,18835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,0,ninez
Gujarat,1422251,757412,664839,227714,90943,136771,1194537,666469,528068,4167,2339,1828,865899,482934,382965,324390,181118,143272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,78,3,ninez
Gujarat,925983,500096,425887,85146,31193,53953,840837,468903,371934,1913,1029,884,302128,167487,134641,536720,300312,236408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,75,1,ninez
Gujarat,1291981,688434,603547,191578,71807,119771,1100403,616627,483776,3658,2014,1644,248942,134010,114932,789495,447252,342243,58181,33224,24957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,127,0,ninez
Gujarat,973749,512713,461036,118793,40836,77957,854956,471877,383079,2478,1282,1196,106329,52879,53450,528213,294780,233433,217838,122841,94997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,95,3,ninez
Gujarat,1059512,555767,503745,146649,50368,96281,912863,505399,407464,3316,1723,1593,101558,49234,52324,351581,191884,159697,456306,262458,193848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,100,2,ninez
Gujarat,1163265,627417,535848,198338,77740,120598,964927,549677,415250,4656,2576,2080,112095,57412,54683,265502,142426,123076,410814,250313,160501,171793,96885,74908,0,0,0,0,0,0,0,0,0,0,0,0,67,65,2,adolescencia
Gujarat,1065152,548381,516771,170117,61126,108991,895035,487255,407780,4303,2347,1956,96547,46830,49717,211216,102331,108885,264947,160410,104537,317939,175264,142675,0,0,0,0,0,0,0,0,0,0,0,0,83,73,10,adolescencia
Gujarat,872294,461642,410652,122299,44790,77509,749995,416852,333143,3705,2085,1620,70685,36155,34530,161097,79671,81426,167118,103466,63652,347251,195370,151881,0,0,0,0,0,0,0,0,0,0,0,0,139,105,34,adolescencia
Gujarat,1359659,745319,614340,257468,96827,160641,1102191,648492,453699,7205,4180,3025,126072,69528,56544,265178,143534,121644,234493,153286,81207,248266,153714,94552,204302,110620,93682,807,571,236,15537,12846,2691,0,0,0,331,213,118,adolescencia
Gujarat,723384,373719,349665,119540,35478,84062,603844,338241,265603,3707,2089,1618,56562,28916,27646,126084,63771,62313,122524,76355,46169,124903,74527,50376,155536,81695,73841,724,513,211,13447,10164,3283,0,0,0,357,211,146,adolescencia
Gujarat,4839265,2538544,2300721,1094418,339584,754834,3744847,2198960,1545887,31094,17517,13577,414810,226660,188150,841025,453674,387351,683670,451124,232546,713902,445132,268770,633082,364784,268298,3950,2888,1062,80484,59236,21248,340716,176536,164180,2114,1409,705,juventud
Gujarat,4224871,2182059,2042812,1225353,385646,839707,2999518,1796413,1203105,29990,17377,12613,402331,226075,176256,693309,377603,315706,470540,307500,163040,536072,342308,193764,421814,264355,157459,2728,2067,661,57537,42905,14632,383540,215076,168464,1657,1147,510,juventud
Gujarat,3985565,2027533,1958032,1368192,435069,933123,2617373,1592464,1024909,30445,17887,12558,423524,243251,180273,644633,350473,294160,393567,256264,137303,458367,296198,162169,311166,202485,108681,2497,1957,540,54130,39714,14416,297651,183266,114385,1393,969,424,adulto
Gujarat,3630780,1901397,1729383,1354111,467576,886535,2276669,1433821,842848,28619,17456,11163,421941,257689,164252,600433,348644,251789,323234,215298,107936,379113,247329,131784,237702,157103,80599,1925,1509,416,44228,31089,13139,238289,156895,81394,1185,809,376,adulto
Gujarat,3013173,1585745,1427428,1197914,408725,789189,1815259,1177020,638239,24503,15049,9454,364728,225012,139716,478079,287580,190499,227681,158255,69426,313782,210539,103243,162294,110167,52127,1531,1287,244,34378,23467,10911,207435,145042,62393,848,622,226,adulto
Gujarat,2421061,1277531,1143530,1022279,350722,671557,1398782,926809,471973,19853,12100,7753,309994,193811,116183,375133,231279,143854,159993,113245,46748,237837,165756,72081,106436,72426,34010,1057,894,163,27333,18297,9036,160500,118524,41976,646,477,169,adulto
Gujarat,1851667,988925,862742,847369,302502,544867,1004298,686423,317875,16329,10116,6213,251984,161214,90770,261443,166028,95415,102147,74832,27315,165360,122097,43263,72303,50557,21746,851,735,116,24744,16279,8465,108654,84209,24445,483,356,127,adulto_mayor
Gujarat,1350413,657563,692850,697342,220017,477325,653071,437546,215525,11927,7072,4855,200256,123121,77135,176604,109357,67247,53708,38628,15080,89710,67895,21815,41187,29613,11574,608,543,65,20717,14605,6112,58004,46421,11583,350,291,59,adulto_mayor
Gujarat,1297301,625662,671639,756638,259769,496869,540663,365893,174770,13063,7666,5397,198632,124510,74122,154569,99890,54679,34231,25095,9136,57112,44733,12379,27594,20720,6874,363,314,49,17202,12383,4819,37559,30299,7260,338,283,55,adulto_mayor
Gujarat,892465,418028,474437,522842,172404,350438,369623,245624,123999,8728,4983,3745,151289,92195,59094,107192,68237,38955,19622,14145,5477,34569,27597,6972,17034,13448,3586,229,207,22,9333,6634,2699,21402,17996,3406,225,182,43,tercera_edad
Gujarat,650698,303145,347553,409364,140994,268370,241334,162151,79183,6872,3950,2922,107772,66921,40851,72291,47845,24446,10454,7636,2818,19355,15938,3417,8993,7297,1696,100,93,7,4483,3077,1406,10884,9275,1609,130,119,11,tercera_edad
Gujarat,284362,126396,157966,170626,52465,118161,113736,73931,39805,2978,1638,1340,48554,28339,20215,35194,22767,12427,5108,3544,1564,9791,8062,1729,4683,3701,982,51,42,9,1971,1355,616,5327,4416,911,79,67,12,tercera_edad
Gujarat,374237,155243,218994,258399,79329,179070,115838,75914,39924,4480,2402,2078,53594,31384,22210,33630,22948,10682,5208,3811,1397,8484,6996,1488,4172,3336,836,47,44,3,1556,1096,460,4616,3849,767,51,48,3,tercera_edad
Gujarat,47237,26740,20497,26203,13381,12822,21034,13359,7675,7836,5393,2443,3631,2171,1460,3285,1959,1326,2000,1334,666,1664,1024,640,1108,601,507,9,9,0,271,192,79,1164,611,553,66,65,1,desconocido
Daman & Diu,20578,10685,9893,20578,10685,9893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
Daman & Diu,2972,1541,1431,568,291,277,2404,1250,1154,4,4,0,2400,1246,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Daman & Diu,3130,1620,1510,339,156,183,2791,1464,1327,5,4,1,2786,1460,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Daman & Diu,2538,1307,1231,151,69,82,2387,1238,1149,2,2,0,2260,1166,1094,125,70,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Daman & Diu,3335,1750,1585,232,105,127,3103,1645,1458,4,3,1,2053,1102,951,1046,540,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Daman & Diu,2549,1326,1223,96,37,59,2453,1289,1164,2,1,1,704,428,276,1747,860,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Daman & Diu,3058,1657,1401,194,89,105,2864,1568,1296,4,3,1,450,270,180,2253,1215,1038,157,80,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Daman & Diu,2445,1268,1177,116,38,78,2329,1230,1099,1,0,1,168,94,74,1429,766,663,731,370,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Daman & Diu,2589,1340,1249,173,75,98,2416,1265,1151,4,2,2,135,82,53,874,455,419,1403,726,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Daman & Diu,2842,1491,1351,293,118,175,2549,1373,1176,1,1,0,170,102,68,596,345,251,1313,686,627,469,239,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Daman & Diu,2921,1555,1366,348,149,199,2573,1406,1167,7,4,3,169,95,74,558,322,236,826,459,367,1013,526,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Daman & Diu,2842,1708,1134,339,171,168,2503,1537,966,9,5,4,166,105,61,494,322,172,709,455,254,1125,650,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Daman & Diu,5323,3773,1550,825,528,297,4498,3245,1253,20,10,10,355,271,84,1061,774,287,1277,980,297,873,641,232,856,528,328,4,3,1,51,37,14,0,0,0,1,1,0,adolescencia
Daman & Diu,3751,2590,1161,483,260,223,3268,2330,938,10,6,4,227,165,62,722,527,195,883,645,238,654,490,164,718,450,268,1,1,0,53,46,7,0,0,0,0,0,0,adolescencia
Daman & Diu,24834,17610,7224,3748,1850,1898,21086,15760,5326,72,60,12,1563,1137,426,4143,2974,1169,5040,3855,1185,4371,3552,819,4455,3218,1237,9,7,2,419,342,77,1011,613,398,3,2,1,juventud
Daman & Diu,19974,12969,7005,3535,1401,2134,16439,11568,4871,72,51,21,1268,803,465,3218,2005,1213,3279,2264,1015,2958,2347,611,3427,2539,888,19,15,4,339,285,54,1851,1252,599,8,7,1,juventud
Daman & Diu,13437,8288,5149,3059,1132,1927,10378,7156,3222,39,28,11,1114,674,440,2278,1286,992,1935,1342,593,1568,1210,358,1931,1477,454,13,9,4,195,155,40,1304,974,330,1,1,0,adulto
Daman & Diu,10433,6034,4399,2738,900,1838,7695,5134,2561,51,34,17,1099,642,457,2079,1170,909,1388,912,476,1007,789,218,1147,857,290,5,4,1,144,116,28,774,610,164,1,0,1,adulto
Daman & Diu,7105,4022,3083,2227,722,1505,4878,3300,1578,25,17,8,843,479,364,1357,783,574,721,535,186,615,488,127,710,517,193,2,2,0,109,85,24,496,394,102,0,0,0,adulto
Daman & Diu,5722,2910,2812,2123,625,1498,3599,2285,1314,22,15,7,791,395,396,1051,590,461,503,364,139,402,303,99,440,325,115,1,0,1,70,51,19,319,242,77,0,0,0,adulto
Daman & Diu,4363,2182,2181,1905,547,1358,2458,1635,823,17,14,3,690,398,292,683,410,273,234,179,55,222,178,44,272,199,73,1,1,0,103,58,45,235,198,37,1,0,1,adulto_mayor
Daman & Diu,3350,1519,1831,1689,432,1257,1661,1087,574,19,11,8,594,337,257,516,324,192,107,82,25,117,91,26,136,101,35,0,0,0,64,47,17,108,94,14,0,0,0,adulto_mayor
Daman & Diu,3033,1326,1707,1804,487,1317,1229,839,390,17,10,7,513,302,211,380,279,101,64,44,20,68,54,14,96,76,20,0,0,0,30,21,9,60,52,8,1,1,0,adulto_mayor
Daman & Diu,2080,876,1204,1191,283,908,889,593,296,6,2,4,449,263,186,275,199,76,41,33,8,42,33,9,33,29,4,1,0,1,21,17,4,21,17,4,0,0,0,tercera_edad
Daman & Diu,1379,552,827,848,183,665,531,369,162,5,1,4,305,199,106,143,107,36,17,11,6,16,12,4,23,18,5,0,0,0,6,6,0,16,15,1,0,0,0,tercera_edad
Daman & Diu,739,287,452,436,75,361,303,212,91,10,3,7,139,89,50,96,69,27,16,15,1,17,14,3,16,14,2,1,0,1,3,3,0,5,5,0,0,0,0,tercera_edad
Daman & Diu,811,281,530,537,99,438,274,182,92,4,3,1,150,92,58,76,52,24,14,10,4,6,4,2,13,11,2,1,1,0,1,1,0,9,8,1,0,0,0,tercera_edad
Daman & Diu,71,45,26,29,13,16,42,32,10,11,8,3,4,3,1,8,5,3,6,5,1,6,6,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,desconocido
Dadra & Nagar Haveli,40199,20308,19891,40199,20308,19891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
Dadra & Nagar Haveli,4821,2470,2351,1912,861,1051,2909,1609,1300,16,8,8,2893,1601,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Dadra & Nagar Haveli,5707,2869,2838,1670,655,1015,4037,2214,1823,15,8,7,4022,2206,1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Dadra & Nagar Haveli,4267,2118,2149,909,315,594,3358,1803,1555,12,5,7,3163,1699,1464,183,99,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Dadra & Nagar Haveli,5942,3087,2855,1601,529,1072,4341,2558,1783,15,9,6,2969,1731,1238,1357,818,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Dadra & Nagar Haveli,3545,1932,1613,613,204,409,2932,1728,1204,5,4,1,1095,657,438,1832,1067,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Dadra & Nagar Haveli,5359,2782,2577,1426,467,959,3933,2315,1618,14,9,5,1073,644,429,2672,1564,1108,174,98,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Dadra & Nagar Haveli,3918,2031,1887,896,262,634,3022,1769,1253,8,1,7,456,272,184,1862,1108,754,696,388,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Dadra & Nagar Haveli,4000,2103,1897,1160,361,799,2840,1742,1098,16,11,5,370,202,168,1293,838,455,1161,691,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Dadra & Nagar Haveli,4068,2223,1845,1384,488,896,2684,1735,949,14,12,2,392,247,145,896,631,265,978,624,354,404,221,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Dadra & Nagar Haveli,3794,1964,1830,1367,432,935,2427,1532,895,22,15,7,280,152,128,663,463,200,801,528,273,661,374,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Dadra & Nagar Haveli,2910,1597,1313,905,296,609,2005,1301,704,19,16,3,224,150,74,436,274,162,532,371,161,794,490,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Dadra & Nagar Haveli,5740,3519,2221,1953,762,1191,3787,2757,1030,47,34,13,425,276,149,947,718,229,1020,781,239,800,585,215,475,311,164,9,6,3,63,45,18,0,0,0,1,1,0,adolescencia
Dadra & Nagar Haveli,3455,2010,1445,1074,321,753,2381,1689,692,24,19,5,224,146,78,513,386,127,619,466,153,551,399,152,372,215,157,6,5,1,70,51,19,0,0,0,2,2,0,adolescencia
Dadra & Nagar Haveli,27032,16762,10270,8806,3246,5560,18226,13516,4710,225,168,57,1610,1113,497,3491,2488,1003,3721,2871,850,4257,3408,849,2982,2165,817,34,27,7,668,549,119,1236,725,511,2,2,0,juventud
Dadra & Nagar Haveli,25146,15557,9589,8854,3415,5439,16292,12142,4150,214,163,51,1543,1110,433,2692,1867,825,2408,1808,600,3238,2634,604,2874,2204,670,35,29,6,657,578,79,2628,1747,881,3,2,1,juventud
Dadra & Nagar Haveli,18006,10441,7565,7999,2997,5002,10007,7444,2563,148,104,44,1276,926,350,1803,1211,592,1286,934,352,1753,1417,336,1528,1155,373,22,18,4,396,346,50,1793,1332,461,2,1,1,adulto
Dadra & Nagar Haveli,14739,8418,6321,7865,3162,4703,6874,5256,1618,120,87,33,1215,937,278,1479,1061,418,873,692,181,1072,855,217,875,650,225,6,4,2,244,210,34,985,757,228,5,3,2,adulto
